decision_type,decision_key,signature,count,sample_fid,sample_master,sample_summary,decision,notes
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;LNAM:0.000000->0.290904;",NPC_,1,00034E6F,Oblivion.esm,"""Record Header+"",RNAM,LNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.586584;ZNAM:+;,NPC_,1,00034E72,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.772240;,NPC_,1,00034E76,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ENAM:+;ZNAM:+;",NPC_,1,00034E77,Oblivion.esm,"""Record Header+"",RNAM,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;",NPC_,1,00034E7A,Oblivion.esm,"""Record Header+"",RNAM,CNAM,LNAM,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;",NPC_,1,00034E8B,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;HNAM:DarkElfTopknot ""Quick Knot"" [HAI->aaAlessia ""Court"" [HAIR:EC003100;ENAM:+;",NPC_,1,00034E8C,Oblivion.esm,"""Record Header+"",SPLO+,HNAM,ENAM+",keep,
pattern,NPC_|Record Header:+;ZNAM:DefaultCombatRejectPCYield [CSTY->NPCNecromancerBoss [CSTY:0501B0F;FNAM:5C 55->E6 21;,NPC_,1,00034EAD,Oblivion.esm,"""Record Header+"",ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Sorcerer ""Battlemage"" [CLAS:0002;ZNAM:+;FNAM:45 7F->48 1D;",NPC_,1,00034EB1,Oblivion.esm,"""Record Header+"",CNAM,ZNAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ZNAM:+;",NPC_,1,00034EB3,Oblivion.esm,"""Record Header+"",CNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Sorcerer ""Sorcerer"" [CLAS:000237->Mage ""Mage"" [CLAS:000105D6];ZNAM:+;",NPC_,1,00034EB5,Oblivion.esm,"""Record Header+"",CNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.010669;ZNAM:+;,NPC_,1,00034EB7,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.261177->0.261200;ZNAM:+;",NPC_,1,000353D5,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.800226->0.404096;ZNAM:+;",NPC_,1,000353D6,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.921232->0.921200;ZNAM:+;",NPC_,1,0003554E,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;CNAM:Noble ""Noble"" [CLAS:00023E63]->Necromancer ""Necromancer"" [CLAS:;",NPC_,1,00035649,Oblivion.esm,"""Record Header+"",CNAM",keep,
pattern,"NPC_|Record Header:+;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ENAM:+;ZNAM:DefaultNoFlee [CSTY:000983F8]->1DefaultMaraudersBoss [CSTY:0501;",NPC_,1,000356EC,Oblivion.esm,"""Record Header+"",CNAM,ENAM+,ZNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.859890->0.816889;ZNAM:+;",NPC_,1,0003597A,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLeyawiin ""Leyawiin Guard;LNAM:0.680380->0.680400;ZNAM:+;",NPC_,1,0003597B,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;FULL:S'Krivva->S'krivva;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;ZNAM:+;",NPC_,1,00035DD6,Oblivion.esm,"""Record Header+"",FULL,RNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;INAM:+;SPLO:+;HNAM:PonytailTwist ""Ponytail Twist"" [->aaNarinaHair ""Narina Hair"" [HAIR;",NPC_,1,00035EBB,Oblivion.esm,"""Record Header+"",INAM+,SPLO+,HNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;",NPC_,1,00035EBF,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.001000;ENAM:+;ZNAM:+;,NPC_,1,00035EC2,Oblivion.esm,"""Record Header+"",LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:NPCMarauderMissile [CSTY:000CA0D->1NPCMarauderMissileCold [CSTY:05;,NPC_,1,00035FD5,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,ZNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;LNAM:0.350000->0.800256;ZNAM:+;",NPC_,1,000362CA,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,CNAM,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Necromancer->Master of the Dead;ZNAM:+;,NPC_,1,000366E9,Oblivion.esm,"""Record Header+"",FULL,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.001000;ENAM:+;,NPC_,1,00037C33,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Guard ""Guard"" [CLAS:00034E6E]->aatGuardLight ""Guard"" [CLAS:C301;ZNAM:+;",NPC_,1,00037F73,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.915220->0.620045;ZNAM:+;,NPC_,1,00038A61,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;INAM:+;SCRI:+;CNAM:Noble ""Noble"" [CLAS:00023E63]->Barbarian ""Barbarian"" [CLAS:0002;",NPC_,1,00038EDD,Oblivion.esm,"""Record Header+"",INAM+,SCRI+,CNAM",keep,
pattern,"NPC_|Record Header:+;SPLO:+;SCRI:+;HNAM:RedguardClassic ""Frizzy"" [HAIR:0->Cropped ""Cropped"" [HAIR:0018A891;LNAM:0.230000->0.494500;ENAM:+;",NPC_,1,0003B3D3,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,HNAM,LNAM,ENAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;HNAM:+;LNAM:+;ENAM:+;ZNAM:+;,NPC_,1,0003B3DC,Oblivion.esm,"""Record Header+"",SPLO+,HNAM+,LNAM+,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SPLO:+;CNAM:Archer ""Archer"" [CLAS:0002378B]->Hunter ""Hunter"" [CLAS:00023D9C];ZNAM:+;",NPC_,1,0003C15F,Oblivion.esm,"""Record Header+"",SPLO+,CNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;INAM:+;ENAM:+;,NPC_,1,0003C805,Oblivion.esm,"""Record Header+"",INAM+,ENAM+",keep,
pattern,NPC_|Record Header:+;INAM:+;LNAM:0.000000->0.001000;ENAM:+;,NPC_,1,0003CD1A,Oblivion.esm,"""Record Header+"",INAM+,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SCRI:+;LNAM:0.000000->0.894452;ENAM:+;ZNAM:+;",NPC_,1,0003DB27,Oblivion.esm,"""Record Header+"",RNAM,SCRI+,LNAM,ENAM+,ZNAM+",keep,
pattern,"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SCRI:+;LNAM:0.000000->0.453830;ZNAM:+;",NPC_,1,0003DB31,Oblivion.esm,"""Record Header+"",RNAM,SCRI+,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,0003DC56,Oblivion.esm,"""Record Header+"",SCRI+,CNAM,ENAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";ENAM:+;ZNAM:NPCBanditMage [CSTY:000CA0D4]->NPCBanditMageFrantic [CSTY:05011;FNAM:45 7F->48 1D;",NPC_,1,0003DC57,Oblivion.esm,"""Record Header+"",SCRI+,CNAM,ENAM+,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;SCRI:+;CNAM:BanditWizard ""Zealot Wizard"" [CL->BanditWizardBlunt ""Hedge Wizard"";FNAM:45 7F->48 1D;",NPC_,1,0003DC58,Oblivion.esm,"""Record Header+"",SCRI+,CNAM,FNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.819727;ZNAM:+;,NPC_,1,0003E92F,Oblivion.esm,"""Record Header+"",LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.804457;ENAM:+;ZNAM:+;,NPC_,1,0004738E,Oblivion.esm,"""Record Header+"",LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.872463->0.234474;ZNAM:+;,NPC_,1,0004A2BF,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.914165;ZNAM:+;,NPC_,1,0004A938,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,"NPC_|Record Header:+;INAM:+;CNAM:Pilgrim ""Pilgrim"" [CLAS:00000832->Savant ""Savant"" [CLAS:00023E6B];LNAM:0.000000->0.001000;ENAM:+;",NPC_,1,0004B76F,Oblivion.esm,"""Record Header+"",INAM+,CNAM,LNAM,ENAM+",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;",NPC_,1,0004B909,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM",keep,
pattern,NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:45 7F->48 1D;,NPC_,1,0004B928,Oblivion.esm,"""Record Header+"",FULL,SCRI+,ENAM+,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;LNAM:0.000000->0.738829;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,0004B929,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,LNAM,ENAM+,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.874536;ZNAM:NPCConjurer [CSTY:000CA0D5]->1NPCMarauderMageCold [CSTY:05010;FNAM:5C 55->E6 21;,NPC_,1,0004B92A,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerFrantic [CSTY:050114B;FNAM:45 7F->48 1D;",NPC_,1,0004B92B,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.112104;ENAM:+;FNAM:45 7F->E6 21;,NPC_,1,0004B92C,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;LNAM:0.000000->0.378229;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;,NPC_,1,0004B92D,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;",NPC_,1,0004B92E,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Necromancer->Obsessed Necromancer;SCRI:+;LNAM:0.000000->0.648626;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,NPC_,1,0004B936,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,ZNAM",keep,
pattern,NPC_|Record Header:+;FULL:Necromancer->Obsessed Necromancer;SCRI:+;LNAM:0.000000->0.135787;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,NPC_,1,0004B938,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SCRI:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerFrantic [CSTY:0501;,NPC_,1,0004B93A,Oblivion.esm,"""Record Header+"",SCRI+,ZNAM",keep,
pattern,NPC_|Record Header:+;SCRI:+;LNAM:0.000000->0.324370;,NPC_,1,0004B93C,Oblivion.esm,"""Record Header+"",SCRI+,LNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Doomsayer;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:45 7F->48 1D;",NPC_,1,0004B940,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,ENAM+,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Doomsayer;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:5C 55->E6 21;",NPC_,1,0004B941,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Harbinger;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerCold [CSTY:050114B8];FNAM:5C 55->E6 21;",NPC_,1,0004B942,Oblivion.esm,"""Record Header+"",FULL,CNAM,ZNAM,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer Adept->Dagonite Harbinger;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAdept ""Mythic Dawn Ade;LNAM:0.000000->0.205021;ENAM:+;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCConjurerBoss [CSTY:0501984E];FNAM:45 7F->48 1D;",NPC_,1,0004B943,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,LNAM,ENAM+,ZNAM,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;LNAM:0.000000->0.676547;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;,NPC_,1,0004B946,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ENAM+,ZNAM",keep,
pattern,NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;LNAM:0.000000->0.073860;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;,NPC_,1,0004B947,Oblivion.esm,"""Record Header+"",FULL,SCRI+,LNAM,ZNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Necromancer Adept->Keeper of the Dead;SCRI:+;HNAM:BretonTonsure ""Tonsure"" [HAIR:00->ElfPonytail ""Windbound"" [HAIR:00;LNAM:0.000000->0.265700;ENAM:+;ZNAM:NPCNecromancer [CSTY:000CA0D6]->NPCNecromancerBoss [CSTY:0501B0F;",NPC_,1,0004B948,Oblivion.esm,"""Record Header+"",FULL,SCRI+,HNAM,LNAM,ENAM+,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.427869->0.365154;ZNAM:+;,NPC_,1,0004BFB2,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.206135;,NPC_,1,000514C5,Oblivion.esm,"""Record Header+"",SPLO+,LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Heretic Crusader->Heretic Warpriest;LNAM:0.000000->0.540118;,NPC_,1,0005283C,Oblivion.esm,"""Record Header+"",FULL,LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Heretic Warpriest->Transformed Heretic;LNAM:0.000000->0.164707;,NPC_,1,0005283D,Oblivion.esm,"""Record Header+"",FULL,LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Zealot Proselytizer->Zealot Matriarch;LNAM:0.000000->0.079031;,NPC_,1,00052841,Oblivion.esm,"""Record Header+"",FULL,LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Zealot Matriarch->Ascended Zealot;LNAM:0.000000->0.482522;,NPC_,1,00052842,Oblivion.esm,"""Record Header+"",FULL,LNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.812189->0.287881;ZNAM:+;,NPC_,1,0005466B,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Watch->Imperial Guardian;SPLO:+;SCRI:+;LNAM:0.311228->0.457991;ZNAM:+;,NPC_,1,000546F2,Oblivion.esm,"""Record Header+"",FULL,SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.106449->0.570544;ZNAM:+;,NPC_,1,000546FD,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;FULL:Knight of Order->Elite Knight of Order;,NPC_,1,00055199,Oblivion.esm,"""Record Header+"",FULL",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.876980->0.877000;ZNAM:+;,NPC_,1,00058A8C,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.207495->0.444441;ZNAM:+;,NPC_,1,00058AF5,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.620260;FNAM:5C 55->E6 21;,NPC_,1,00059D2E,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,FNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.993683;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,NPC_,1,0006653D,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.000000->0.313028;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,NPC_,1,0006653F,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.490000->0.955900;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,NPC_,1,000666E7,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.269967;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,NPC_,1,000666E9,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:1.000000->0.129612;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperial [CSTY:05003;,NPC_,1,000666EB,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;LNAM:0.480000->0.268227;ZNAM:TG11PalaceGuard [CSTY:0000C3D8]->DefaultGuardImperialCold [CSTY:0;,NPC_,1,000666FF,Oblivion.esm,"""Record Header+"",SPLO+,LNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;ZNAM:+;FNAM:7E 34->B6 03;,NPC_,1,00069AD8,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,ZNAM+,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SCRI:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ENAM:+;FNAM:45 7F->48 1D;",NPC_,1,00069ADA,Oblivion.esm,"""Record Header+"",FULL,SCRI+,CNAM,ENAM+,FNAM",keep,
pattern,NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Ritualist;SCRI:+;FNAM:5C 55->48 1D;,NPC_,1,00069ADB,Oblivion.esm,"""Record Header+"",FULL,SCRI+,FNAM",keep,
pattern,"NPC_|Record Header:+;FULL:Vampire Battlemage->Fearsome Vampire Battlemage;CNAM:Battlemage ""Battlemage"" [CLAS:00->Battlemage ""Sorceror"" [CLAS:0002;ZNAM:NPCVampireMage [CSTY:000CA0D0]->NPCVampireMageCold [CSTY:050114B;",NPC_,1,00069AEB,Oblivion.esm,"""Record Header+"",FULL,CNAM,ZNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.000000->0.115622;,NPC_,1,0006A82E,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,NPC_|Record Header:+;LNAM:0.760000->0.531100;,NPC_,1,0006AAB0,Oblivion.esm,"""Record Header+"",LNAM",keep,
pattern,NPC_|Record Header:+;FULL:Imperial Legion Forester->Dead Imperial Legion Forester;SPLO:+;,NPC_,1,0006B592,Oblivion.esm,"""Record Header+"",FULL,SPLO+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.199896->0.339610;ENAM:+;ZNAM:+;,NPC_,1,0006E629,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.810114->0.057283;ZNAM:+;,NPC_,1,0006E632,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.041322->0.638905;ZNAM:+;,NPC_,1,000700C0,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.475387->0.588122;ZNAM:+;,NPC_,1,000700C2,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.875484->0.848567;ZNAM:+;,NPC_,1,000700C3,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.202795->0.455519;ZNAM:+;,NPC_,1,000700C5,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.363475->0.191168;ZNAM:+;,NPC_,1,000700C6,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.894223->0.894200;ZNAM:+;,NPC_,1,000700C7,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.860805->0.860800;ZNAM:+;,NPC_,1,000700C8,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.848900->0.783990;ZNAM:+;,NPC_,1,000700C9,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.251106->0.593432;ZNAM:+;,NPC_,1,000700CB,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
pattern,NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.121464->0.121500;ZNAM:+;,NPC_,1,000700CD,Oblivion.esm,"""Record Header+"",SPLO+,SCRI+,LNAM,ZNAM+",keep,
