diff_pattern_key,count,sample_target_fid,sample_target_master,sample_signature,sample_change_summary
GMST|Record Header:+;,4,3D008814|Oscuro's_Oblivion_Overhaul.esp|GMST|"""Record Header+"""
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;",74,04003F10|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
NPC_|Record Header:+;LNAM:0.000000->0.564346;,1,04004769|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Lord;,1,04004B1A|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Pilgrim of Zenithar->Priest of Zenithar;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",3,04006AC5|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Tiber Septim->Priest of Talos;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006AD8|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Tiber Septim->Priest of Talos;RNAM:Imperial ""Imperial"" [RACE:000009->Breton ""Breton"" [RACE:000224FC];SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006ADA|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Tiber Septim->Priestess of Talos;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006ADB|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Stendarr->Priestess of Stendarr;RNAM:Imperial ""Imperial"" [RACE:000009->Nord ""Nord"" [RACE:000224FD];SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",2,04006ADD|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Stendarr->Priest of Stendarr;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006AE0|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Mara->Priestess of Mara;RNAM:Imperial ""Imperial"" [RACE:000009->Argonian ""Argonian"" [RACE:00023F;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;HNAM:+;LNAM:+;",1,04006AE2|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM,HNAM+,LNAM+"
"NPC_|Record Header:+;FULL:Pilgrim of Mara->Priest of Mara;RNAM:Imperial ""Imperial"" [RACE:000009->Argonian ""Argonian"" [RACE:00023F;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B01|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Mara->Priest of Mara;RNAM:Imperial ""Imperial"" [RACE:000009->WoodElf ""Wood Elf"" [RACE:000223C;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B02|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Kynareth->Priest of Kynareth;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",2,04006B04|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Kynareth->Priestess of Kynareth;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B08|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Julianos->Priestess of Julianos;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",3,04006B0C|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Julianos->Priest of Julianos;RNAM:Imperial ""Imperial"" [RACE:000009->WoodElf ""Wood Elf"" [RACE:000223C;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B12|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Dibella->Priestess of Dibella;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",2,04006B14|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Dibella->Priest of Dibella;RNAM:Imperial ""Imperial"" [RACE:000009->WoodElf ""Wood Elf"" [RACE:000223C;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B17|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Arkay->Priest of Arkay;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",2,04006B1B|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Arkay->Priestess of Arkay;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04006B1C|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Akatosh->Priest of Akatosh;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",2,04007281|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,SCRI+,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Akatosh->Priest of Akatosh;RNAM:Imperial ""Imperial"" [RACE:000009->Breton ""Breton"" [RACE:000224FC];CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04007283|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Akatosh->Priest of Akatosh;RNAM:Imperial ""Imperial"" [RACE:000009->Breton ""Breton"" [RACE:000224FC];SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04007284|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
NPC_|Record Header:+;FULL:Spectral Reaver->Spectral Commander;,1,040093B1|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;CNAM:ValenWarrior ""Sylvan Warsmer"" [C->Acrobat ""Acrobat"" [CLAS:000237A8;ZNAM:DefaultValenWarriorBoss [CSTY:05->DefaultValenArcherCold [CSTY:050;",1,0400B5DC|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",CNAM,ZNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Warden;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;",2,040109A0|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;",1,040109A1|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;RNAM:Redguard ""Redguard"" [RACE:00000D->WoodElf ""Wood Elf"" [RACE:000223C;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:Cropped ""Cropped"" [HAIR:0018A891->WoodElfFem",1,040109A2|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,ENAM+"
"NPC_|Record Header:+;EDID:BanditAmazonBossFemale7B->BanditAmazonBossFemaleScythe;FULL:Amazon Wise Mother->Briarborn Chosen;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;",1,040109A3|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",EDID,FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;RNAM:Redguard ""Redguard"" [RACE:00000D->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:ImperialHeadband ""Military"" [HAI->Loose ""Natural""",1,040109A4|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMeleeSword ""Briarborn Knig;",2,040109A5|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Warden;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;HNAM:KhajiitFeathers ""Feathered Headd->KhajiitHeadB",1,040109A6|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Redguard ""Redguard"" [RACE:00000D->Orc ""Orc"" [RACE:000191C0];CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMeleeSword ""Briarborn Knig;HNAM:RedguardCornrows ""Ridge Rows"" [H->OrcTopknot ""Topkno",1,040109A7|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:WoodElfFringes ""Stick Twist"" [HA->Khaji",1,040109A9|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Imperial ""Imperial"" [RACE:000009;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:ImperialHeadband ""Military"" [HAI->Loose",1,040109AA|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,LNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:DarkElfTopknot ""Quick Knot"" [HAI->Cropped ""Cropped"" [HAIR:0018A891;LNAM:0.260000->0.704245;ENAM:+;",1,040109AB|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,HNAM,LNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:DarkElf ""Dark Elf"" [RACE:000191C->Orc ""Orc"" [RACE:000191C0];CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:DarkElfTopknot ""Quick Knot"" [HAI->OrcBraids ""N",1,040109AC|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:DarkElf ""Dark Elf"" [RACE:000191C->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:WoodElfFringes ""Stick Twist"" [HA->Khaji",1,040109AD|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,ENAM+,FNAM"
"NPC_|Record Header:+;FULL:Amazon Raging Priestess->Briarborn Hedge Witch;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;",9,040109AE|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Raging Priestess->Briarborn Hedge Witch;RNAM:Breton ""Breton"" [RACE:000224FC]->Argonian ""Argonian"" [RACE:00023F;CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:Ponytail ""Ponytail"" [HAIR:0002C4->A",1,040109B1|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
NPC_|Record Header:+;LNAM:0.000000->0.049323;,1,04010EEA|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",LNAM"
NPC_|Record Header:+;FULL:Conjurer->Dagonite Doomsayer;ZNAM:NPCConjurerCold [CSTY:050114B8]->NPCMarauderMage [CSTY:000CA0D3];,2,040118F9|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,ZNAM"
NPC_|Record Header:+;FULL:Conjurer->Dagonite Doomsayer;ZNAM:NPCConjurerCold [CSTY:050114B8]->1NPCMarauderMageFrantic [CSTY:05;,1,040118FB|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,ZNAM"
NPC_|Record Header:+;FULL:Conjurer->Dagonite Doomsayer;ZNAM:NPCConjurer [CSTY:000CA0D5]->NPCMarauderMage [CSTY:000CA0D3];,1,040118FD|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,ZNAM"
NPC_|Record Header:+;FULL:Conjurer->Dagonite Doomsayer;ZNAM:NPCConjurer [CSTY:000CA0D5]->1NPCMarauderMageCold [CSTY:05010;,1,040118FE|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,ZNAM"
NPC_|Record Header:+;FULL:Vyka Herlst->Vyka Helrst;LNAM:0.710000->0.640980;ZNAM:DefaultBossMeleeNoYield [CSTY:05->NPCBanditMissileCold [CSTY:05011;,1,04013371|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,LNAM,ZNAM"
"NPC_|Record Header:+;FULL:Pilgrim of Akatosh->Priestess of Akatosh;RNAM:Imperial ""Imperial"" [RACE:000009->Redguard ""Redguard"" [RACE:00000D;SCRI:+;CNAM:Priest ""Priest"" [CLAS:00023785]->OblivifallLMRChapelHealer ""Heale;",1,04014CD7|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,SCRI+,CNAM"
NPC_|Record Header:+;FULL:Yeshani ->Yeshani;,1,0401F2F8|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Redguard ""Redguard"" [RACE:00000D;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:Ponytail ""Ponytail"" [HAIR:0002C4->Cropp",1,04022F9B|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Redguard ""Redguard"" [RACE:00000D;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:DarkElfMane ""Windswept"" [HAIR:00->Loose",1,04022F9C|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,LNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";",1,04022F9D|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:DarkElf ""Dark Elf"" [RACE:000191C->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";FNAM:72 54->54 5B;",1,04022F9E|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Blood Hunter;RNAM:WoodElf ""Wood Elf"" [RACE:000223C->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";HNAM:WoodElfFringes ""Stick Twist"" [HA->saram",1,04022F9F|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM,LNAM,FNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Redguard ""Redguard"" [RACE:00000D->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMeleeSword ""Briarborn Knig;HNAM:RedguardClassic ""Frizzy"" [HAIR:0->NordBaldPony ""Ga",1,04022FA0|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;",2,04022FA1|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Warden;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;",1,04022FA4|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;HNAM:ElfPonytail ""Windbound"" [HAIR:00->Loose ""Natural"" [HAIR:00090475];",1,04022FA5|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;",1,04022FA6|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;RNAM:Redguard ""Redguard"" [RACE:00000D->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:RedguardDredz ""Thick Rows"" [HAIR->Loose ""Natural""",1,04022FA7|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Voice of Nature->Voice of the Hunt;RNAM:Redguard ""Redguard"" [RACE:00000D->Orc ""Orc"" [RACE:000191C0];CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;HNAM:RedguardDredz ""Thick Rows"" [HAIR->OrcBraids ""Nomad Br",1,04022FA8|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,HNAM"
"NPC_|Record Header:+;FULL:Hlofor the Arctic Bear->Hlofor, the Arctic Bear;",1,04024380|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Warden;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;ENAM:+;",1,04029C7A|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Man-Eater->Briarborn Tracker;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;CNAM:AmazonMelee ""Amazon Man-Eater"" [->AmazonMelee ""Briarborn Thorn War;ENAM:+;",1,04029C7C|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,ENAM+"
"NPC_|Record Header:+;FULL:Amazon Blood Thorn Hunter->Briarborn Stalker;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";",3,04029C8A|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM"
"NPC_|Record Header:+;FULL:Amazon Blood Thorn Hunter->Briarborn Stalker;CNAM:AmazonMissile ""Amazon Man-Hunter->AmazonMissile ""Briarborn Hunter"";ENAM:+;",2,04029C8B|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,CNAM,ENAM+"
NPC_|Record Header:+;HNAM:+;LNAM:+;ENAM:+;,1,04033A6E|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",HNAM+,LNAM+,ENAM+"
"NPC_|Record Header:+;FULL:Carla Du Vrey->Carla Du Vrey, Mistress of Dark ;",1,0403CACB|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Amazon Wise Mother->Briarborn Chosen;RNAM:Redguard ""Redguard"" [RACE:00000D->Nord ""Nord"" [RACE:000224FD];CNAM:AmazonPriestess ""Amazon Raging P->AmazonPriestess ""Briarborn Hedge;ENAM:+;",1,0403E312|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",FULL,RNAM,CNAM,ENAM+"
"NPC_|Record Header:+;CNAM:MarauderBoss ""Marauder Boss"" [CL->Blademaster ""Blademaster"" [CLAS:;",1,0404D525|Oscuro's_Oblivion_Overhaul.esm|NPC_|"""Record Header+"",CNAM"
NPC_|Record Header:+;SPLO:+;SCRI:+;LNAM:0.200000->0.900000;ENAM:+;ZNAM:+;,1,0C003286|DLCVileLair.esp|NPC_|"""Record Header+"",SPLO+,SCRI+,LNAM,ENAM+,ZNAM+"
"NPC_|Record Header:+;RNAM:Khajiit ""Khajiit"" [RACE:000223C7->Khajiit ""Khajiit Cathay"" [RACE:0;SPLO:+;FNAM:54 5B->E9 5D;",1,760245A4|OOOShiveringIsles.esp|NPC_|"""Record Header+"",RNAM,SPLO+,FNAM"
NPC_|Record Header:+;FNAM:E6 21->44 35;,1,760245A9|OOOShiveringIsles.esp|NPC_|"""Record Header+"",FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.887076;FNAM:DF 55->29 04;,1,760245AE|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.021845;FNAM:DF 55->29 04;,1,760245C7|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.631447;FNAM:DF 55->29 04;,1,760245DC|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.004561;FNAM:DF 55->29 04;,1,760245DD|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.668709;FNAM:DF 55->29 04;,1,7605281B|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;FNAM:26 46->C5 16;,64,76072CB8|OOOShiveringIsles.esp|NPC_|"""Record Header+"",FNAM"
NPC_|Record Header:+;FNAM:DF 55->29 04;,61,7607632E|OOOShiveringIsles.esp|NPC_|"""Record Header+"",FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.026873;FNAM:DF 55->29 04;,1,7607800D|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;LNAM:0.000000->0.111386;FNAM:DF 55->29 04;,1,76078012|OOOShiveringIsles.esp|NPC_|"""Record Header+"",LNAM,FNAM"
NPC_|Record Header:+;FULL:Conjurer Adept->Mythic Dawn Ritualist;ENAM:+;,5,A403C556|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL,ENAM+"
NPC_|Record Header:+;FULL:Conjurer Adept->Mythic Dawn Ritualist;,27,A403C557|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;ENAM:+;",8,A403C55C|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL,CNAM,ENAM+"
"NPC_|Record Header:+;FULL:Conjurer->Mythic Dawn Acolyte;SNAM:+;CNTO:+;CNAM:Conjurer ""Conjurer"" [CLAS:0004B9->MythicDawnAgent ""Mythic Dawn Age;",40,A4241870|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL,SNAM+,CNTO+,CNAM"
NPC_|Record Header:+;FULL:Master Conjurer->Dagonite Harbinger;,28,A43FC2A4|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL"
NPC_|Record Header:+;FULL:Master Conjurer->Dagonite Harbinger;ENAM:+;,6,A43FE58A|Maskar's Oblivion Overhaul.esp|NPC_|"""Record Header+"",FULL,ENAM+"
