target_fid,target_master,signature,editor_id,record_name,change_summary,diff_pattern_key,ooo_touch_reason,target_record_in_current_ooo,recommend
0402BEA0,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyAmethystNormalScript,GeomancyAmethystNormalScript [SCPT:0502BEA0],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA1,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyAmethystPerfectScript,GeomancyAmethystPerfectScript [SCPT:0502BEA1],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA2,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyCopperBarScript,GeomancyCopperBarScript [SCPT:0502BEA2],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA3,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyCopperNuggetLargeScript,GeomancyCopperNuggetLargeScript [SCPT:0502BEA3],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA4,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyCopperNuggetScript,GeomancyCopperNuggetScript [SCPT:0502BEA4],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA5,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyCopperNuggetSmallScript,GeomancyCopperNuggetSmallScript [SCPT:0502BEA5],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA6,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyDiamondFlawedScript,GeomancyDiamondFlawedScript [SCPT:0502BEA6],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA7,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyDiamondFlawlessScript,GeomancyDiamondFlawlessScript [SCPT:0502BEA7],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA8,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyDiamondNormalScript,GeomancyDiamondNormalScript [SCPT:0502BEA8],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEA9,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyDiamondPerfectScript,GeomancyDiamondPerfectScript [SCPT:0502BEA9],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEAA,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyEmeraldFlawedScript,GeomancyEmeraldFlawedScript [SCPT:0502BEAA],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEAB,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyEmeraldFlawlessScript,GeomancyEmeraldFlawlessScript [SCPT:0502BEAB],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEAC,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyEmeraldNormalScript,GeomancyEmeraldNormalScript [SCPT:0502BEAC],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEAD,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyEmeraldPerfectScript,GeomancyEmeraldPerfectScript [SCPT:0502BEAD],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB2,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyGoldBarScript,GeomancyGoldBarScript [SCPT:0502BEB2],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB3,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyGoldNuggetLargeScript,GeomancyGoldNuggetLargeScript [SCPT:0502BEB3],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB4,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyGoldNuggetScript,GeomancyGoldNuggetScript [SCPT:0502BEB4],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB5,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyGoldNuggetSmallScript,GeomancyGoldNuggetSmallScript [SCPT:0502BEB5],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB6,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyOpalFlawedScript,GeomancyOpalFlawedScript [SCPT:0502BEB6],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB7,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyOpalFlawlessScript,GeomancyOpalFlawlessScript [SCPT:0502BEB7],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB8,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyOpalNormalScript,GeomancyOpalNormalScript [SCPT:0502BEB8],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEB9,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyOpalPerfectScript,GeomancyOpalPerfectScript [SCPT:0502BEB9],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBA,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlBlackScript,GeomancyPearlBlackScript [SCPT:0502BEBA],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBB,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlFlawedScript,GeomancyPearlFlawedScript [SCPT:0502BEBB],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBC,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlFlawlessScript,GeomancyPearlFlawlessScript [SCPT:0502BEBC],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBD,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlNormalScript,GeomancyPearlNormalScript [SCPT:0502BEBD],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBE,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlPerfectScript,GeomancyPearlPerfectScript [SCPT:0502BEBE],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEBF,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPlatinumBarScript,GeomancyPlatinumBarScript [SCPT:0502BEBF],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC0,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPlatinumNuggetLargeScript,GeomancyPlatinumNuggetLargeScript [SCPT:0502BEC0],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC1,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPlatinumNuggetScript,GeomancyPlatinumNuggetScript [SCPT:0502BEC1],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC2,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPlatinumNuggetSmallScript,GeomancyPlatinumNuggetSmallScript [SCPT:0502BEC2],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC7,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyRubyFlawedScript,GeomancyRubyFlawedScript [SCPT:0502BEC7],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC8,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyRubyFlawlessScript,GeomancyRubyFlawlessScript [SCPT:0502BEC8],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BEC9,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyRubyNormalScript,GeomancyRubyNormalScript [SCPT:0502BEC9],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECA,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyRubyPerfectScript,GeomancyRubyPerfectScript [SCPT:0502BECA],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECB,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySapphireFlawedScript,GeomancySapphireFlawedScript [SCPT:0502BECB],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECC,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySapphireFlawlessScript,GeomancySapphireFlawlessScript [SCPT:0502BECC],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECD,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySapphireNormalScript,GeomancySapphireNormalScript [SCPT:0502BECD],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECE,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySapphirePerfectScript,GeomancySapphirePerfectScript [SCPT:0502BECE],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BECF,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySilverBarScript,GeomancySilverBarScript [SCPT:0502BECF],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED0,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySilverNuggetLargeScript,GeomancySilverNuggetLargeScript [SCPT:0502BED0],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED1,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySilverNuggetScript,GeomancySilverNuggetScript [SCPT:0502BED1],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED2,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancySilverNuggetSmallScript,GeomancySilverNuggetSmallScript [SCPT:0502BED2],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED3,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyTopazFlawedScript,GeomancyTopazFlawedScript [SCPT:0502BED3],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED4,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyTopazFlawlessScript,GeomancyTopazFlawlessScript [SCPT:0502BED4],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED5,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyTopazNormalScript,GeomancyTopazNormalScript [SCPT:0502BED5],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
0402BED6,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyTopazPerfectScript,GeomancyTopazPerfectScript [SCPT:0502BED6],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 0B 00 03 00 21->;,owns_record,present,review
04030F3F,Oscuro's_Oblivion_Overhaul.esm,SCPT,BossBuffScriptVolmyr,BossBuffScriptVolmyr [SCPT:05030F3F],"""Record Header+"",SCDA,SCTX,""Local Variables+""","SCPT|Record Header:+;SCDA:1D 00 00 00->1D 00 00 00 10 00 0B 00 19 00 1D;SCTX:scn	BossBuffScriptVolmyr

; Crea->scn	BossBuffScriptVolmyr

; Crea;Local Variables:+;",owns_record,present,review
040431C6,Oscuro's_Oblivion_Overhaul.esm,SCPT,ANPCFleeScriptFinal,ANPCFleeScriptFinal [SCPT:050431C6],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 08 00 08 00 65->;,owns_record,present,review
0405131A,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyEnable,GeomancyEnable [SCPT:0505131A],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 08 00 02 00 F3->;,owns_record,present,review
0405131B,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlFlawedRemove,GeomancyPearlFlawedRemove [SCPT:0505131B],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 06 00 11 00 42->;,owns_record,present,review
0405131D,Oscuro's_Oblivion_Overhaul.esm,SCPT,GeomancyPearlNormalRemove,GeomancyPearlNormalRemove [SCPT:0505131D],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 06 00 11 00 42->;,owns_record,present,review
0405C126,Oscuro's_Oblivion_Overhaul.esm,SCPT,WSawFishOnLand,WSawFishOnLand [SCPT:0505C126],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 06 00 00 00 20->;,owns_record,present,review
0406E9EB,Oscuro's_Oblivion_Overhaul.esm,SCPT,GuardBowFix,GuardBowFix [SCPT:0506E9EB],"""Record Header+"",SCDA",SCPT|Record Header:+;SCDA:1D 00 00 00 10 00 06 00 15 00 64->;,owns_record,present,review
04002F51,Oscuro's_Oblivion_Overhaul.esm,ENCH,XelvenmagichoodOOO,XelvenmagichoodOOO [ENCH:05002F51],"""Record Header+"",Effects+",ENCH|Record Header:+;Effects:+;,owns_record,present,review
0403CAC0,Oscuro's_Oblivion_Overhaul.esm,ENCH,EnAppZCarlaHood,EnAppZCarlaHood [ENCH:0503CAC0],"""Record Header+"",Effects+",ENCH|Record Header:+;Effects:+;,owns_record,present,review
0400312C,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZBuffPhysicalSkillNormal,"ZBuffPhysicalSkillNormal ""Normal Physical Skill"" [SPEL:0500312C]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
040050B2,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZRegenStrong,"ZRegenStrong ""Regeneration"" [SPEL:050050B2]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04005D2F,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZBuffSkillSneakNormal,"ZBuffSkillSneakNormal ""Normal Sneak"" [SPEL:05005D2F]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04005D30,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZBuffPhysicalGraceLesser,"ZBuffPhysicalGraceLesser ""Lesser Physical Grace"" [SPEL:05005D30]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04005DBE,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionCarla,"ZAuraProtectionCarla ""Carla's Aura of Protection"" [SPEL:05005DBE]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
040104AB,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZArenaArmorNormal,"ZArenaArmorNormal ""Arena Armor 13"" [SPEL:050104AB]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
040104AD,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZArenaArmorSuper,"ZArenaArmorSuper ""Arena Armor 25"" [SPEL:050104AD]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0401231B,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionArcticBandits,"ZAuraProtectionArcticBandits ""Northern Endurance"" [SPEL:0501231B]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04019371,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionAmazon,"ZAuraProtectionAmazon ""Amazon's Aura of Protection"" [SPEL:05019371]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04019BC3,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZUnWimpageLesser,"ZUnWimpageLesser ""Lesser HP Boost1"" [SPEL:05019BC3]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04019BC4,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZUnWimpageNormal,"ZUnWimpageNormal ""Lesser HP Boost2"" [SPEL:05019BC4]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04019BC6,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZUnWimpageGreater,"ZUnWimpageGreater ""Lesser HP Boost3"" [SPEL:05019BC6]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04019BC8,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZUnWimpageAbussive,"ZUnWimpageAbussive ""Lesser HP Boost4"" [SPEL:05019BC8]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0401A0B0,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZUnWimpageMinor,"ZUnWimpageMinor ""Lesser HP Boost0"" [SPEL:0501A0B0]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0401DA4A,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZRegenNormal,"ZRegenNormal ""Regeneration"" [SPEL:0501DA4A]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
04028D59,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpCrazedFireTouch3,"ImpCrazedFireTouch3 ""Crazed Imp's Fury"" [SPEL:05028D59]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9C4,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerBoltLvl1,"TrapContainerBoltLvl1 ""Lightning Bolt"" [SPEL:0502D9C4]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9C5,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerFireLvl1,"TrapContainerFireLvl1 ""Fire Ball"" [SPEL:0502D9C5]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9C7,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDarkIceStormLvl1,"TrapContainerDarkIceStormLvl1 ""Black Winter"" [SPEL:0502D9C7]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9C9,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDamageHealthLvl1,"TrapContainerDamageHealthLvl1 ""Entropic Bolt"" [SPEL:0502D9C9]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9CB,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerBoltLvl2,"TrapContainerBoltLvl2 ""Lightning Bolt"" [SPEL:0502D9CB]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9CD,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDamageHealthLvl2,"TrapContainerDamageHealthLvl2 ""Entropic Bolt"" [SPEL:0502D9CD]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9CF,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDarkIceStormLvl2,"TrapContainerDarkIceStormLvl2 ""Black Winter"" [SPEL:0502D9CF]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9D1,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerFireLvl2,"TrapContainerFireLvl2 ""Fire Ball"" [SPEL:0502D9D1]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9D3,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerBoltLvl3,"TrapContainerBoltLvl3 ""Lightning Bolt"" [SPEL:0502D9D3]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9D5,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDamageHealthLvl3,"TrapContainerDamageHealthLvl3 ""Entropic Bolt"" [SPEL:0502D9D5]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9D7,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerDarkIceStormLvl3,"TrapContainerDarkIceStormLvl3 ""Black Winter"" [SPEL:0502D9D7]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9D9,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerFireLvl3,"TrapContainerFireLvl3 ""Fire Ball"" [SPEL:0502D9D9]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402D9DB,Oscuro's_Oblivion_Overhaul.esm,SPEL,TrapContainerFireLvl4,"TrapContainerFireLvl4 ""Fire Ball"" [SPEL:0502D9DB]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402EB29,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZHarmResistAbussive,"ZHarmResistAbussive ""Abussive Weapon Resist"" [SPEL:0502EB29]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402EB2A,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZHarmResistGreater,"ZHarmResistGreater ""Greater Weapon Resist"" [SPEL:0502EB2A]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F503,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZImpMysticalAura,"ZImpMysticalAura ""Aura of Mischief"" [SPEL:0502F503]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F9EB,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpCrazedFireTouch,"ImpCrazedFireTouch ""Crazed Imp's Snare"" [SPEL:0502F9EB]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F9ED,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpMysticalFrost2,"ImpMysticalFrost2 ""Mystical Imp's Icy Embrace"" [SPEL:0502F9ED]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F9EF,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpMysticalFrost1,"ImpMysticalFrost1 ""Mystical Imp's Icy Lance"" [SPEL:0502F9EF]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F9F1,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpMysticalSilence1,"ImpMysticalSilence1 ""Mystical Imp's Curse of Ice"" [SPEL:0502F9F1]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0402F9F3,Oscuro's_Oblivion_Overhaul.esm,SPEL,ImpMysticalShield1,"ImpMysticalShield1 ""Mystical Imp's Magic Shield"" [SPEL:0502F9F3]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
040308C8,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZHarmResistNormal,"ZHarmResistNormal ""Normal Weapon Resist"" [SPEL:050308C8]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
040312C0,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZRegenLesser,"ZRegenLesser ""Lesser Regeneration"" [SPEL:050312C0]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0403B5B2,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionVoice,"ZAuraProtectionVoice ""Nature's Aura of Protection"" [SPEL:0503B5B2]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0403B5B4,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionElements,"ZAuraProtectionElements ""Element's Aura of Protection"" [SPEL:0503B5B4]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
0403B5B6,Oscuro's_Oblivion_Overhaul.esm,SPEL,ZAuraProtectionWiseM,"ZAuraProtectionWiseM ""Mother's Aura of Protection"" [SPEL:0503B5B6]","""Record Header+"",Effects+",SPEL|Record Header:+;Effects:+;,owns_record,present,review
